1,2941606
2,2961746
3,3707835
4,5672919
5,3989226
6,3568896
7,3845166
8,4877239
9,3741228
10,3429446
11,4259997
12,2592502
13,3749857
14,2272331
15,2162554
16,2827451
17,4596903
18,3377152
19,3378216
20,4626333
21,2461325
22,4369701
23,4254679
24,1887028
25,3397936
26,3348317
27,4608552
28,4869288
29,4759290
30,2533847
31,2157196
32,4634378
33,3500387
34,2760153
35,3836724
36,4280497
37,2947439
38,2985705
39,3195955
40,2856924
41,3129534
42,4565111
43,2761086
44,2981363
45,3422600
46,1264997
47,5115436
48,3371741
49,2817028
50,3835654
51,4847549
52,4430797
53,2181478
54,2022410
55,2501620
56,2455165
57,3872402
58,2381065
59,4343462
60,3813758
61,3286427
62,2375657
63,4952402
64,3073828
65,2659770
66,4158025
67,2482436
68,3654489
69,2817947
70,2753083
71,2913031
72,3216519
73,2849037
74,3959627
75,3265052
76,3587614
77,2874118
78,2061298
79,3656956
80,3978488
81,4812662
82,4327723
83,4591508
84,2986359
85,2666871
86,4841943
87,4210487
88,3648060
89,4417271
90,2517943
91,2133638
92,1263918
93,3581444
94,2193879
95,2833767
96,2267873
97,2430457
98,4075805
99,5460025
100,4093607
101,2423242
102,3972600
103,2214727
104,3737746
105,3141250
106,2563635
107,4478511
108,3518121
109,2869504
110,2448695
111,4164541
112,2781481
113,2449276
114,3017165
115,2549286
116,1692545
117,5190159
118,2798817
119,4711893
120,4512387
121,3828116
122,3541264
123,3535459
124,726166
125,2077727
126,3282762
127,2468921
128,3325531
129,3126299
130,3039942
131,5396527
132,2750352
133,3329394
134,5173883
135,4038125
136,2808448
137,2471972
138,4015312
139,1975894
140,3627445
141,2731842
142,2492500
143,1536989
144,2441506
145,2893330
146,1940205
147,2170018
148,2178558
149,4165308
150,2835300
151,4190953
152,3033359
153,4474405
154,3900121
155,4978815
156,1166303
157,3772281
158,3774826
159,2440785
160,3823508
161,2994775
162,3740723
163,2506006
164,2867833
165,2195768
166,1991122
167,3737906
168,3056828
169,2841431
170,2526962
171,3600738
172,2372313
173,3309325
174,2740992
175,1964466
176,1616967
177,3215203
178,2490412
179,2993030
180,3579092
181,2362150
182,2073259
183,5350954
184,4040810
185,579374
186,2266603
187,5060360
188,2705883
189,3787666
190,3760448
191,3503637
192,3749577
193,4035666
194,2687259
195,2307971
196,3877047
197,5064814
198,2623802
199,3419065
200,4149746
201,3913292
202,3072903
203,4287838
204,4508584
205,2959984
206,4621479
207,4916709
208,2244655
209,3229126
210,2049300
211,4450185
212,3296397
213,3319094
214,3223139
215,3766456
216,1860025
217,4331408
218,3967327
219,4349171
220,1586359
221,3450818
222,4214477
223,3908922
224,2503028
225,1699898
226,4211055
227,4601009
228,2809189
229,2877292
230,5123405
231,3223532
232,3534893
233,3562235
234,3106032
235,2800016
236,2204475
237,1816552
238,2800657
239,4844749
240,2279883
241,2041255
242,3917831
243,2019220
244,2360811
245,4155320
246,2689715
247,4028302
248,1821537
249,2594672
250,3591859
251,3658545
252,2405621
253,5087356
254,2147542
255,3071798
256,3139223
257,4002272
258,3391694
259,2878185
260,2658754
261,3853206
262,4851892
263,4416058
264,2388509
265,2595259
266,3410800
267,2262431
268,3775292
269,4434499
270,4254908
271,4196826
272,1954928
273,1745771
274,3849383
275,2815001
276,3398957
277,4425364
278,3212519
279,2925277
280,3957164
281,3149942
282,2965317
283,3889447
284,2187449
285,3930076
286,2710782
287,3086512
288,5399561
289,3053376
290,3374475
291,2441322
292,4763694
293,2743544
294,3258789
295,2237018
296,3573359
297,4296028
298,3187193
299,4374456
300,2940128
301,3430298
302,3216235
303,2322199
304,2223118
305,1845046
306,3033922
307,2306516
308,2179881
309,2864088
310,1929845
311,4155122
312,3729362
313,4008497
314,2488662
315,3162767
316,3541827
317,3586253
318,1890517
319,2634858
320,2454070
321,2600142
322,4845074
323,2908997
324,2944895
325,4256102
326,4958383
327,4704802
328,3944129
329,2758633
330,4234095
331,5436205
332,3267654
333,2941300
334,3226487
335,2344083
336,2700603
337,3405188
338,2148108
339,4436745
340,4428795
341,3779472
342,2714258
343,2393188
344,3307588
345,3308127
346,2874322
347,2725300
348,4119901
349,3962445
350,1650601
351,2274109
352,2777944
353,3819248
354,4943103
355,4482730
356,5226336
357,2539658
358,2716311
359,3014915
360,5648502
361,1964509
362,3313781
363,3205493
364,3953726
365,3744057
366,2625589
367,2917488
368,3701387
369,3773804
370,3214466
371,4427195
372,2603508
373,3033810
374,277027
375,3092527
376,5076024
377,2596976
378,2776467
379,2081544
380,4735053
381,1871127
382,2264139
383,4692884
384,3235801
385,2704870
386,3880061
387,2883946
388,3676642
389,3780506
390,3870782
391,3004948
392,1971362
393,3181249
394,2826811
395,4450374
396,5036269
397,143225
398,2167434
399,3577083
400,1972569
401,2441053
402,3898828
403,3489662
404,3034183
405,4017798
406,3754205
407,3785793
408,3586075
409,2750955
410,2425362
411,1935582
412,2816623
413,2616892
414,3969043
415,3671562
416,837446
417,4015674
418,3004261
419,3605950
420,2983732
421,2322490
422,1902371
423,3332947
424,3098269
425,1982309
426,2653370
427,3382782
428,3400010
429,3398927
430,4637700
431,2851346
432,4037701
433,601278
434,3920830
435,4184503
436,2781435
437,4701923
438,3728302
439,3905235
440,6458110
441,4102128
442,259480
443,4652486
444,2942511
445,3016500
446,3460978
447,2290683
448,4299812
449,2574045
450,2681017
451,1874389
452,3829215
453,4744623
454,4527675
455,4476394
456,3338778
457,2259616
458,4717014
459,2941040
460,1961151
461,3938406
462,1464346
463,4192601
464,4244020
465,3001340
466,4602142
467,4398525
468,3201313
469,3238418
470,4430692
471,5154384
472,5199400
473,3144595
474,2069239
475,3728717
476,3975351
477,3488590
478,3083167
479,3025410
480,2862687
481,2510793
482,2979606
483,4958480
484,1970877
485,2502242
486,1813164
487,2950814
488,2774693
489,2863831
490,3086883
491,2884049
492,2155602
493,2081279
494,2799875
495,3361350
496,1678349
497,2311121
498,2398537
499,4581257
500,2772396
501,3524712
502,4443468
503,3243791
504,5406167
505,2157047
506,2571308
507,4403865
